[11may2024 19:17:09.216] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 43.3.0, --fml.mcVersion, 1.19.2, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20220805.130853, nogui]
[11may2024 19:17:09.226] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.8+10.0.8+main.0ef7e830 starting: java version 21.0.1 by Eclipse Adoptium; OS Windows 11 arch amd64 version 10.0
[11may2024 19:17:09.718] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/bauti/Desktop/42-Server/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2363!/ Service=ModLauncher Env=SERVER
[11may2024 19:17:10.263] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\fmlcore\1.19.2-43.3.0\fmlcore-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.268] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\javafmllanguage\1.19.2-43.3.0\javafmllanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.273] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\lowcodelanguage\1.19.2-43.3.0\lowcodelanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.276] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file C:\Users\bauti\Desktop\42-Server\libraries\net\minecraftforge\mclanguage\1.19.2-43.3.0\mclanguage-1.19.2-43.3.0.jar is missing mods.toml file
[11may2024 19:17:10.434] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 2 dependencies adding them to mods collection
[11may2024 19:17:11.753] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[11may2024 19:17:19.230] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.TotemOfHoldingModule
[11may2024 19:17:19.244] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.CrateModule
[11may2024 19:17:19.246] [modloading-worker-0/INFO] [quark/]: Found Quark module class vazkii.quark.addons.oddities.module.MagnetsModule
[11may2024 19:17:19.247] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONSTRUCT
[11may2024 19:17:19.340] [modloading-worker-0/INFO] [quark/]: Loading Module Pistons Move Tile Entities
[11may2024 19:17:19.342] [modloading-worker-0/INFO] [quark/]: Loading Module Ender Watcher
[11may2024 19:17:19.342] [modloading-worker-0/INFO] [quark/]: Loading Module Redstone Randomizer
[11may2024 19:17:19.342] [modloading-worker-0/INFO] [quark/]: Loading Module Feeding Trough
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Metal Buttons
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Iron Rod
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Obsidian Plate
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Chains Connect Blocks
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Gravisand
[11may2024 19:17:19.346] [modloading-worker-0/INFO] [quark/]: Loading Module Jukebox Automation
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Dispensers Place Blocks
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Chute
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Ladders
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Bookshelves
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Bamboo Backport
[11may2024 19:17:19.348] [modloading-worker-0/INFO] [quark/]: Loading Module Compressed Blocks
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module More Potted Plants
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module Duskbound Blocks
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module Wooden Posts
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module Thatch
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module More Stone Variants
[11may2024 19:17:19.349] [modloading-worker-0/INFO] [quark/]: Loading Module Shear Vines
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Brick Fence Gate
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Bars
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Rope
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Celebratory Lamps
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Sandstone
[11may2024 19:17:19.350] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Chests
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Leaf Carpet
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Framed Glass
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Planks
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Furnaces
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Hedges
[11may2024 19:17:19.356] [modloading-worker-0/INFO] [quark/]: Loading Module Hollow Logs
[11may2024 19:17:19.357] [modloading-worker-0/INFO] [quark/]: Loading Module Midori
[11may2024 19:17:19.357] [modloading-worker-0/INFO] [quark/]: Loading Module Rainbow Lamps
[11may2024 19:17:19.357] [modloading-worker-0/INFO] [quark/]: Loading Module Vertical Slabs
[11may2024 19:17:19.357] [modloading-worker-0/INFO] [quark/]: Loading Module Shingles
[11may2024 19:17:19.357] [modloading-worker-0/INFO] [quark/]: Loading Module Sturdy Stone
[11may2024 19:17:19.358] [modloading-worker-0/INFO] [quark/]: Loading Module Stools
[11may2024 19:17:19.359] [modloading-worker-0/INFO] [quark/]: Loading Module Raw Metal Bricks
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module More Mud Blocks
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module Grate
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module Japanese Palette
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module More Brick Types
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Item Frame
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module Industrial Palette
[11may2024 19:17:19.360] [modloading-worker-0/INFO] [quark/]: Loading Module Quick Armor Swapping
[11may2024 19:17:19.361] [modloading-worker-0/INFO] [quark/]: Loading Module Item Sharing
[11may2024 19:17:19.361] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Tool Restock
[11may2024 19:17:19.365] [modloading-worker-0/INFO] [quark/]: Loading Module Expanded Item Interactions
[11may2024 19:17:19.367] [modloading-worker-0/INFO] [quark/]: Loading Module Inventory Sorting
[11may2024 19:17:19.367] [modloading-worker-0/INFO] [quark/]: Loading Module Hotbar Changer
[11may2024 19:17:19.367] [modloading-worker-0/INFO] [quark/]: Loading Module Easy Transfering
[11may2024 19:17:19.367] [modloading-worker-0/INFO] [quark/]: Loading Module Beacon Redirection
[11may2024 19:17:19.367] [modloading-worker-0/INFO] [quark/]: Loading Module Ambient Discs
[11may2024 19:17:19.368] [modloading-worker-0/INFO] [quark/]: Loading Module Pathfinder Maps
[11may2024 19:17:19.372] [modloading-worker-0/INFO] [quark/]: Loading Module Color Runes
[11may2024 19:17:19.379] [modloading-worker-0/INFO] [quark/]: Loading Module Pickarang
[11may2024 19:17:19.380] [modloading-worker-0/INFO] [quark/]: Loading Module Parrot Eggs
[11may2024 19:17:19.382] [modloading-worker-0/INFO] [quark/]: Loading Module Trowel
[11may2024 19:17:19.382] [modloading-worker-0/INFO] [quark/]: Loading Module Abacus
[11may2024 19:17:19.382] [modloading-worker-0/INFO] [quark/]: Loading Module Bottled Cloud
[11may2024 19:17:19.384] [modloading-worker-0/INFO] [quark/]: Loading Module Torch Arrow
[11may2024 19:17:19.384] [modloading-worker-0/INFO] [quark/]: Loading Module Bundle Recipe
[11may2024 19:17:19.384] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Tomes
[11may2024 19:17:19.398] [modloading-worker-0/INFO] [quark/]: Loading Module Endermosh Music Disc
[11may2024 19:17:19.399] [modloading-worker-0/INFO] [quark/]: Loading Module Seed Pouch
[11may2024 19:17:19.400] [modloading-worker-0/INFO] [quark/]: Loading Module Skull Pikes
[11may2024 19:17:19.404] [modloading-worker-0/INFO] [quark/]: Loading Module Slime In A Bucket
[11may2024 19:17:19.405] [modloading-worker-0/INFO] [quark/]: Loading Module Gold Tools Have Fortune
[11may2024 19:17:19.406] [modloading-worker-0/INFO] [quark/]: Loading Module Automatic Recipe Unlock
[11may2024 19:17:19.407] [modloading-worker-0/INFO] [quark/]: Loading Module Utility Recipes
[11may2024 19:17:19.409] [modloading-worker-0/INFO] [quark/]: Loading Module Poison Potato Usage
[11may2024 19:17:19.410] [modloading-worker-0/INFO] [quark/]: Loading Module Better Elytra Rocket
[11may2024 19:17:19.411] [modloading-worker-0/INFO] [quark/]: Loading Module Renewable Spore Blossoms
[11may2024 19:17:19.413] [modloading-worker-0/INFO] [quark/]: Loading Module Coral On Cactus
[11may2024 19:17:19.413] [modloading-worker-0/INFO] [quark/]: Loading Module Glass Shard
[11may2024 19:17:19.413] [modloading-worker-0/INFO] [quark/]: Loading Module Pig Litters
[11may2024 19:17:19.415] [modloading-worker-0/INFO] [quark/]: Loading Module Campfires Boost Elytra
[11may2024 19:17:19.416] [modloading-worker-0/INFO] [quark/]: Loading Module Dyeable Item Frames
[11may2024 19:17:19.416] [modloading-worker-0/INFO] [quark/]: Loading Module Slabs To Blocks
[11may2024 19:17:19.419] [modloading-worker-0/INFO] [quark/]: Loading Module Map Washing
[11may2024 19:17:19.419] [modloading-worker-0/INFO] [quark/]: Loading Module Enhanced Ladders
[11may2024 19:17:19.420] [modloading-worker-0/INFO] [quark/]: Loading Module Reacharound Placing
[11may2024 19:17:19.421] [modloading-worker-0/INFO] [quark/]: Loading Module Horses Swim
[11may2024 19:17:19.422] [modloading-worker-0/INFO] [quark/]: Loading Module Sponge On Water Placement
[11may2024 19:17:19.423] [modloading-worker-0/INFO] [quark/]: Loading Module Armed Armor Stands
[11may2024 19:17:19.423] [modloading-worker-0/INFO] [quark/]: Loading Module Double Door Opening
[11may2024 19:17:19.424] [modloading-worker-0/INFO] [quark/]: Loading Module Zombie Villagers On Normal
[11may2024 19:17:19.426] [modloading-worker-0/INFO] [quark/]: Loading Module Hoe Harvesting
[11may2024 19:17:19.426] [modloading-worker-0/INFO] [quark/]: Loading Module Emotes
[11may2024 19:17:19.427] [modloading-worker-0/INFO] [quark/]: Loading Module Slimes To Magma Cubes
[11may2024 19:17:19.427] [modloading-worker-0/INFO] [quark/]: Loading Module Snow Golem Player Heads
[11may2024 19:17:19.428] [modloading-worker-0/INFO] [quark/]: Loading Module Vexes Die With Their Masters
[11may2024 19:17:19.429] [modloading-worker-0/INFO] [quark/]: Loading Module More Note Block Sounds
[11may2024 19:17:19.429] [modloading-worker-0/INFO] [quark/]: Loading Module Pat The Dogs
[11may2024 19:17:19.431] [modloading-worker-0/INFO] [quark/]: Loading Module Grab Chickens
[11may2024 19:17:19.432] [modloading-worker-0/INFO] [quark/]: Loading Module More Banner Layers
[11may2024 19:17:19.432] [modloading-worker-0/INFO] [quark/]: Loading Module Replace Scaffolding
[11may2024 19:17:19.433] [modloading-worker-0/INFO] [quark/]: Loading Module Diamond Repair
[11may2024 19:17:19.433] [modloading-worker-0/INFO] [quark/]: Loading Module Safer Creatures
[11may2024 19:17:19.434] [modloading-worker-0/INFO] [quark/]: Loading Module Lock Rotation
[11may2024 19:17:19.436] [modloading-worker-0/INFO] [quark/]: Loading Module Villagers Follow Emeralds
[11may2024 19:17:19.436] [modloading-worker-0/INFO] [quark/]: Loading Module Compasses Work Everywhere
[11may2024 19:17:19.437] [modloading-worker-0/INFO] [quark/]: Loading Module No Durability On Cosmetics
[11may2024 19:17:19.437] [modloading-worker-0/INFO] [quark/]: Loading Module Sponges Better
[11may2024 19:17:19.437] [modloading-worker-0/INFO] [quark/]: Loading Module Sign Editing
[11may2024 19:17:19.438] [modloading-worker-0/INFO] [quark/]: Loading Module Simple Harvest
[11may2024 19:17:19.441] [modloading-worker-0/INFO] [quark/]: Loading Module Dragon Scales
[11may2024 19:17:19.442] [modloading-worker-0/INFO] [quark/]: Loading Module Shulker Packing
[11may2024 19:17:19.442] [modloading-worker-0/INFO] [quark/]: Loading Module Nether Obsidian Spikes
[11may2024 19:17:19.442] [modloading-worker-0/INFO] [quark/]: Loading Module Permafrost
[11may2024 19:17:19.444] [modloading-worker-0/INFO] [quark/]: Loading Module Fairy Rings
[11may2024 19:17:19.444] [modloading-worker-0/INFO] [quark/]: Loading Module Big Stone Clusters
[11may2024 19:17:19.444] [modloading-worker-0/INFO] [quark/]: Loading Module Spiral Spires
[11may2024 19:17:19.446] [modloading-worker-0/INFO] [quark/]: Loading Module Ancient Wood
[11may2024 19:17:19.447] [modloading-worker-0/INFO] [quark/]: Loading Module New Stone Types
[11may2024 19:17:19.447] [modloading-worker-0/INFO] [quark/]: Loading Module Blossom Trees
[11may2024 19:17:19.448] [modloading-worker-0/INFO] [quark/]: Loading Module Glimmering Weald
[11may2024 19:17:19.448] [modloading-worker-0/INFO] [quark/]: Loading Module Monster Box
[11may2024 19:17:19.449] [modloading-worker-0/INFO] [quark/]: Loading Module Azalea Wood
[11may2024 19:17:19.449] [modloading-worker-0/INFO] [quark/]: Loading Module No More Lava Pockets
[11may2024 19:17:19.449] [modloading-worker-0/INFO] [quark/]: Loading Module Corundum
[11may2024 19:17:19.449] [modloading-worker-0/INFO] [quark/]: Loading Module Chorus Vegetation
[11may2024 19:17:19.449] [modloading-worker-0/INFO] [quark/]: Loading Module Foxhound
[11may2024 19:17:19.452] [modloading-worker-0/INFO] [quark/]: Loading Module Wraith
[11may2024 19:17:19.453] [modloading-worker-0/INFO] [quark/]: Loading Module Crabs
[11may2024 19:17:19.454] [modloading-worker-0/INFO] [quark/]: Loading Module Forgotten
[11may2024 19:17:19.455] [modloading-worker-0/INFO] [quark/]: Loading Module Shiba
[11may2024 19:17:19.455] [modloading-worker-0/INFO] [quark/]: Loading Module Stonelings
[11may2024 19:17:19.458] [modloading-worker-0/INFO] [quark/]: Loading Module Toretoise
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Camera
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Elytra Indicator
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Improved Tooltips
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Greener Grass
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Buckets Show Inhabitants
[11may2024 19:17:19.460] [modloading-worker-0/INFO] [quark/]: Loading Module Soul Candles
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Auto Walk Keybind
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Animal Textures
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Microcrafting Helper
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Uses For Curses
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Wool Shuts Up Minecarts
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Back Button Keybind
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Chest Searching
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Long Range Pick Block
[11may2024 19:17:19.461] [modloading-worker-0/INFO] [quark/]: Loading Module Usage Ticker
[11may2024 19:17:19.462] [modloading-worker-0/INFO] [quark/]: Loading Module Variant Selector
[11may2024 19:17:19.462] [modloading-worker-0/INFO] [quark/]: Loading Module Narrator Readout
[11may2024 19:17:19.462] [modloading-worker-0/INFO] [quark/]: Loading Module Climate Control Remover
[11may2024 19:17:19.462] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantments Begone
[11may2024 19:17:19.462] [modloading-worker-0/INFO] [quark/]: Loading Module Game Nerfs
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Spawner Replacer
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Adjustable Chat
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Villager Rerolling Rework
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Overlay Shader
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Enchantment Predicates
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Pipes
[11may2024 19:17:19.463] [modloading-worker-0/INFO] [quark/]: Loading Module Backpack
[11may2024 19:17:19.464] [modloading-worker-0/INFO] [quark/]: Loading Module Tiny Potato
[11may2024 19:17:19.464] [modloading-worker-0/INFO] [quark/]: Loading Module Matrix Enchanting
[11may2024 19:17:19.466] [modloading-worker-0/INFO] [quark/]: Loading Module Totem Of Holding
[11may2024 19:17:19.466] [modloading-worker-0/INFO] [quark/]: Loading Module Crate
[11may2024 19:17:19.466] [modloading-worker-0/INFO] [quark/]: Loading Module Magnets
[11may2024 19:17:19.609] [main/INFO] [quark/]: Dispatching Module Step REGISTER
[11may2024 19:17:20.108] [main/INFO] [quark/]: Dispatching Module Step POST_REGISTER
[11may2024 19:17:20.920] [main/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[11may2024 19:17:20.956] [modloading-worker-0/INFO] [studio.lunareclipse.watching.Init/]: From The Fog Loaded Successfully!
[11may2024 19:17:21.058] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step CONFIG_CHANGED
[11may2024 19:17:21.060] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step SETUP
[11may2024 19:17:21.199] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [sound_physics_remastered] Starting version check at https://maxhenkel.de/update/sound_physics_remastered.json
[11may2024 19:17:21.476] [modloading-worker-0/INFO] [com.choicetheorem.ctov.ctov/]: Got IMC []
[11may2024 19:17:21.487] [modloading-worker-0/INFO] [quark/]: Dispatching Module Step LOAD_COMPLETE
[11may2024 19:17:21.736] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [sound_physics_remastered] Found status: OUTDATED Current: 1.19.2-1.2.1 Target: 1.19.2-1.3.0
[11may2024 19:17:21.739] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Starting version check at https://files.minecraftforge.net/net/minecraftforge/forge/promotions_slim.json
[11may2024 19:17:21.962] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [forge] Found status: UP_TO_DATE Current: 43.3.0 Target: null
[11may2024 19:17:21.962] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ctov] Starting version check at https://api.modrinth.com/updates/fgmhI8kH/forge_updates.json
[11may2024 19:17:22.171] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [ctov] Found status: AHEAD Current: 3.2.6c Target: null
[11may2024 19:17:22.171] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastleafdecay] Starting version check at https://www.olafkeijsers.net/fastleafdecay-update.json
[11may2024 19:17:22.472] [Forge Version Check/INFO] [net.minecraftforge.fml.VersionChecker/]: [fastleafdecay] Found status: BETA Current: 30 Target: null
[11may2024 19:17:22.762] [main/INFO] [com.mojang.authlib.yggdrasil.YggdrasilAuthenticationService/]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', servicesHost='https://api.minecraftservices.com', name='PROD'
[11may2024 19:17:23.474] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/bauti/Desktop/42-Server/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23187!/assets/.mcassetsroot' uses unexpected schema
[11may2024 19:17:23.475] [main/WARN] [net.minecraft.server.packs.VanillaPackResources/]: Assets URL 'union:/C:/Users/bauti/Desktop/42-Server/libraries/net/minecraft/server/1.19.2-20220805.130853/server-1.19.2-20220805.130853-srg.jar%23187!/data/.mcassetsroot' uses unexpected schema
[11may2024 19:17:25.051] [main/INFO] [com.github.alexthe666.alexsmobs.AlexsMobs/]: Adding datapack listener capsid_recipes
[11may2024 19:17:25.904] [main/INFO] [net.minecraft.world.item.crafting.RecipeManager/]: Loaded 7 recipes
[11may2024 19:17:26.428] [main/ERROR] [net.minecraft.server.ServerFunctionLibrary/]: Failed to load function watching:check
java.util.concurrent.CompletionException: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Unknown or incomplete command, see below for error at position 0: <--[HERE]
	at java.util.concurrent.CompletableFuture.encodeThrowable(CompletableFuture.java:315) ~[?:?]
	at java.util.concurrent.CompletableFuture.completeThrowable(CompletableFuture.java:320) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1770) ~[?:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.exec(CompletableFuture.java:1760) ~[?:?]
	at java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:387) ~[?:?]
	at java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1312) ~[?:?]
	at java.util.concurrent.ForkJoinPool.scan(ForkJoinPool.java:1843) ~[?:?]
	at java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:1808) ~[?:?]
	at java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:188) ~[?:?]
Caused by: java.lang.IllegalArgumentException: Whilst parsing command on line 1: Unknown or incomplete command, see below for error at position 0: <--[HERE]
	at net.minecraft.commands.CommandFunction.m_77984_(CommandFunction.java:63) ~[server-1.19.2-20220805.130853-srg.jar%23187!/:?]
	at net.minecraft.server.ServerFunctionLibrary.m_214320_(ServerFunctionLibrary.java:85) ~[server-1.19.2-20220805.130853-srg.jar%23187!/:?]
	at java.util.concurrent.CompletableFuture$AsyncSupply.run(CompletableFuture.java:1768) ~[?:?]
	... 6 more
[11may2024 19:17:26.486] [main/INFO] [quark/]: [Automatic Recipe Unlock] Removed 1130 recipe advancements
[11may2024 19:17:26.496] [main/INFO] [net.minecraft.advancements.AdvancementList/]: Loaded 355 advancements
[11may2024 19:17:26.509] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/wax_on with 2 patches
[11may2024 19:17:26.509] [main/INFO] [quark/]: Modified advancement minecraft:adventure/kill_a_mob with 3 patches
[11may2024 19:17:26.509] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/bred_all_animals with 3 patches
[11may2024 19:17:26.509] [main/INFO] [quark/]: Modified advancement minecraft:adventure/kill_all_mobs with 3 patches
[11may2024 19:17:26.509] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/balanced_diet with 2 patches
[11may2024 19:17:26.510] [main/INFO] [quark/]: Modified advancement minecraft:nether/all_effects with 1 patches
[11may2024 19:17:26.510] [main/INFO] [quark/]: Modified advancement minecraft:husbandry/wax_off with 2 patches
[11may2024 19:17:26.510] [main/INFO] [quark/]: Modified advancement minecraft:adventure/adventuring_time with 1 patches
[11may2024 19:17:26.510] [main/INFO] [quark/]: Modified advancement minecraft:nether/all_potions with 1 patches
[11may2024 19:17:27.103] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting minecraft server version 1.19.2
[11may2024 19:17:27.104] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Loading properties
[11may2024 19:17:27.104] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Default game type: SURVIVAL
[11may2024 19:17:27.104] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Generating keypair
[11may2024 19:17:27.137] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Starting Minecraft server on *:25565
[11may2024 19:17:27.150] [Server thread/INFO] [net.minecraft.server.network.ServerConnectionListener/]: Using default channel type
[11may2024 19:17:27.247] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[11may2024 19:17:27.247] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: The server will make no attempt to authenticate usernames. Beware.
[11may2024 19:17:27.247] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[11may2024 19:17:27.247] [Server thread/WARN] [net.minecraft.server.dedicated.DedicatedServer/]: To change this, set "online-mode" to "true" in the server.properties file.
[11may2024 19:17:27.337] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Preparing level "world"
[11may2024 19:17:27.557] [Server thread/INFO] [net.minecraft.server.MinecraftServer/]: Preparing start region for dimension minecraft:overworld
[11may2024 19:17:29.493] [Worker-Main-1/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[11may2024 19:17:29.500] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[11may2024 19:17:29.504] [Worker-Main-5/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[11may2024 19:17:29.508] [Worker-Main-4/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[11may2024 19:17:29.558] [Worker-Main-9/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 0%
[11may2024 19:17:30.057] [Worker-Main-2/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Preparing spawn area: 18%
[11may2024 19:17:30.314] [Server thread/INFO] [net.minecraft.server.level.progress.LoggerChunkProgressListener/]: Time elapsed: 2758 ms
[11may2024 19:17:30.315] [Server thread/INFO] [net.minecraft.server.dedicated.DedicatedServer/]: Done (3.059s)! For help, type "help"
[11may2024 19:17:30.330] [Server thread/INFO] [net.minecraftforge.server.permission.PermissionAPI/]: Successfully initialized permission handler forge:default_handler
[11may2024 19:17:30.337] [Server thread/INFO] [com.cupboard.Cupboard/]: Loaded config for: betterfpsdist.json
[11may2024 19:17:30.337] [Server thread/INFO] [com.cupboard.Cupboard/]: Loaded config for: cupboard.json
[11may2024 19:18:42.173] [Server thread/INFO] [net.minecraftforge.common.AdvancementLoadFix/]: Using new advancement loading for net.minecraft.server.PlayerAdvancements@212bb97b
[11may2024 19:18:42.189] [Server thread/INFO] [net.minecraft.server.players.PlayerList/]: TuTaRdrgZ[/127.0.0.1:64175] logged in with entity id 77 at (-134.5, -18.0, 324.5)
